pub_doi,ds_doi,ds_short_name,ds_title,pub_title,pub_journal,pub_year,pub_keywords
10.4314/wsa.v38i4.1,10.3334/ORNLDAAC/765,,"SAFARI 2000 Kalahari Transect CO2, Water Vapor, and Heat Flux, Wet Season 2000",An inter-comparison of model-simulated east-west climate gradients over South Africa,,2012,
10.1080/13658816.2021.1882680,10.5067/MODIS/MOD11A2.006,MOD11A2,MODIS/Terra Land Surface Temperature/Emissivity 8-Day L3 Global 1km SIN Grid V006,An interactive detector for spatial associations,,2021,
10.1111/j.1654-1103.2002.tb02068.x,10.3334/ORNLDAAC/569,,Global Gridded Surfaces of Selected Soil Characteristics (IGBP-DIS),"An international network to monitor the structure, composition and dynamics of Amazonian forests (RAINFOR)",,2002,
10.1371/journal.pone.0242554,10.5067/MODIS/MOD11A2.006,MOD11A2,MODIS/Terra Land Surface Temperature/Emissivity 8-Day L3 Global 1km SIN Grid V006,An inversion model for estimating the negative air ion concentration using MODIS images of the Daxing'anling region,,,
10.1371/journal.pone.0242554,10.5067/MODIS/MOD13A3.006,MOD13A3,MODIS/Terra Vegetation Indices Monthly L3 Global 1km SIN Grid V006,An inversion model for estimating the negative air ion concentration using MODIS images of the Daxing'anling region,,,
10.1371/journal.pone.0242554,10.5067/MODIS/MOD15A2H.006,MOD15A2H,MODIS/Terra Leaf Area Index/FPAR 8-Day L4 Global 500m SIN Grid V006,An inversion model for estimating the negative air ion concentration using MODIS images of the Daxing'anling region,,,
10.1371/journal.pone.0242554,10.5067/MODIS/MOD17A2H.006,MOD17A2H,MODIS/Terra Gross Primary Productivity 8-Day L4 Global 500m SIN Grid V006,An inversion model for estimating the negative air ion concentration using MODIS images of the Daxing'anling region,,,
10.1016/j.scs.2021.102988,10.5067/MODIS/MOD11A1.006,MOD11A1,MODIS/Terra Land Surface Temperature/Emissivity Daily L3 Global 1km SIN Grid V006,An investigation into the relationship between remotely sensed land surface temperatures and heat stroke incident rates in the Tokyo Prefecture 2010–2019,,2021,
10.1016/j.scs.2021.102988,10.5067/MODIS/MOD13A1.006,MOD13A1,MODIS/Terra Vegetation Indices 16-Day L3 Global 500m SIN Grid V006,An investigation into the relationship between remotely sensed land surface temperatures and heat stroke incident rates in the Tokyo Prefecture 2010–2019,,2021,
10.1016/j.scs.2021.102988,10.5067/MODIS/MYD11A1.006,MYD11A1,MODIS/Aqua Land Surface Temperature/Emissivity Daily L3 Global 1km SIN Grid V006,An investigation into the relationship between remotely sensed land surface temperatures and heat stroke incident rates in the Tokyo Prefecture 2010–2019,,2021,
10.3390/rs10020218,10.5067/MODIS/MCD43A3.006,MCD43A3,MODIS/Terra+Aqua BRDF/Albedo Albedo Daily L3 Global - 500m V006,An investigation of ice surface albedo and its influence on the high-altitude lakes of the Tibetan Plateau,Remote Sensing,2018,
10.3390/rs10020218,10.5067/MODIS/MOD11A1.006,MOD11A1,MODIS/Terra Land Surface Temperature/Emissivity Daily L3 Global 1km SIN Grid V006,An investigation of ice surface albedo and its influence on the high-altitude lakes of the Tibetan Plateau,Remote Sensing,2018,
10.1109/tgrs.2016.2585301,10.5067/MODIS/MOD13A2.006,MOD13A2,MODIS/Terra Vegetation Indices 16-Day L3 Global 1km SIN Grid V006,An iterative BRDF/NDVI inversion algorithm based on a posteriori variance estimation of observation errors,,2016,
10.1109/tgrs.2016.2585301,10.5067/MODIS/MYD13A2.006,MYD13A2,MODIS/Aqua Vegetation Indices 16-Day L3 Global 1km SIN Grid V006,An iterative BRDF/NDVI inversion algorithm based on a posteriori variance estimation of observation errors,,2016,
10.3390/rs12244181,10.5067/MODIS/MCD12Q1.006,MCD12Q1,MODIS/Terra+Aqua Land Cover Type Yearly L3 Global 500m SIN Grid V006,An lswi-based method for mapping irrigated areas in china using moderate-resolution satellite data,,2020,
10.3390/rs12244181,10.5067/MODIS/MOD09A1.006,MOD09A1,MODIS/Terra Surface Reflectance 8-Day L3 Global 500m SIN Grid V006,An lswi-based method for mapping irrigated areas in china using moderate-resolution satellite data,,2020,
10.1029/2020MS002083,10.5067/MODIS/MCD15A2H.006,MCD15A2H,MODIS/Terra+Aqua Leaf Area Index/FPAR 8-Day L4 Global 500m SIN Grid V006,An observation-driven approach to improve vegetation phenology in a global land surface model,,2020,
10.1109/jstars.2019.2954556,10.5067/MODIS/MOD11A2.006,MOD11A2,MODIS/Terra Land Surface Temperature/Emissivity 8-Day L3 Global 1km SIN Grid V006,An online deep convolutional model of gross primary productivity and net ecosystem exchange estimation for global forests,,,
10.1109/jstars.2019.2954556,10.5067/MODIS/MOD16A2.006,MOD16A2,MODIS/Terra Net Evapotranspiration 8-Day L4 Global 500m SIN Grid V006,An online deep convolutional model of gross primary productivity and net ecosystem exchange estimation for global forests,,,
10.1016/j.jag.2014.09.003,10.5067/MODIS/MOD13Q1.006,MOD13Q1,MODIS/Terra Vegetation Indices 16-Day L3 Global 250m SIN Grid V006,An ontological system based on MODIS images to assess ecosystem functioning of Natura 2000 habitats—a case study for Quercus pyrenaica forests,Int. J. Appl. Earth Obs. Geoinformation,2015,
10.3390/ijgi7020075,10.5067/MODIS/MOD09Q1.006,MOD09Q1,MODIS/Terra Surface Reflectance 8-Day L3 Global 250m SIN Grid V006,An open-boundary locally weighted dynamic time warping method for cropland mapping,,,
10.3390/rs10050760,10.5067/MODIS/MOD13A1.006,MOD13A1,MODIS/Terra Vegetation Indices 16-Day L3 Global 500m SIN Grid V006,An operational before-after-control-impact (BACI) designed platform for vegetation monitoring at planetary scale,Remote Sensing,2018,
10.3390/rs10050760,10.5067/MODIS/MYD13A1.006,MYD13A1,MODIS/Aqua Vegetation Indices 16-Day L3 Global 500m SIN Grid V006,An operational before-after-control-impact (BACI) designed platform for vegetation monitoring at planetary scale,Remote Sensing,2018,
10.1109/TGRS.2018.2824828,10.5067/MODIS/MOD21.006,MOD21,MODIS/Terra Land Surface Temperature/3-Band Emissivity 5-Min L2 1km V006,An operational land surface temperature product for Landsat thermal data—Methodology and validation,,,
10.3390/RS12162613,10.5067/COMMUNITY/ASTER_GED/AG1KM.003,AG1KM,"ASTER Global Emissivity Dataset, 1 kilometer, HDF5 V003",An operational split-window algorithm for retrieving land surface temperature from geostationary satellite data—A case study on Himawari-8 AHI data,,2020,
10.3390/RS12162613,10.5067/MODIS/MCD12Q1.006,MCD12Q1,MODIS/Terra+Aqua Land Cover Type Yearly L3 Global 500m SIN Grid V006,An operational split-window algorithm for retrieving land surface temperature from geostationary satellite data—A case study on Himawari-8 AHI data,,2020,
10.3390/RS12162613,10.5067/MODIS/MYD11_L2.006,MYD11_L2,MODIS/Aqua Land Surface Temperature/Emissivity 5-Min L2 Swath 1km V006,An operational split-window algorithm for retrieving land surface temperature from geostationary satellite data—A case study on Himawari-8 AHI data,,2020,
10.3390/RS12162613,10.5067/MODIS/MYD21.006,MYD21,MODIS/Aqua Land Surface Temperature/3-Band Emissivity 5-Min L2 1km V006,An operational split-window algorithm for retrieving land surface temperature from geostationary satellite data—A case study on Himawari-8 AHI data,,2020,
10.3390/rs12071184,10.7927/H4GH9FVG,,"Global Rural-Urban Mapping Project, Version 1 (GRUMPv1): Urban Extents Grid","An optimal population modeling approach using geographically weighted regression based on high-resolution remote sensing data: A case study in Dhaka City, Bangladesh",,2020,
10.3390/rs70201300,10.5067/MODIS/MCD15A2H.006,MCD15A2,MODIS/Terra+Aqua Leaf Area Index/FPAR 8-Day L4 Global 500m SIN Grid V006,An optimal sampling design for observing and validating long-term leaf area index with temporal variations in spatial heterogeneities,Remote Sensing,2015,
10.3390/rs70201300,10.5067/MODIS/MOD15A2H.006,MOD15A2,MODIS/Terra Leaf Area Index/FPAR 8-Day L4 Global 500m SIN Grid V006,An optimal sampling design for observing and validating long-term leaf area index with temporal variations in spatial heterogeneities,Remote Sensing,2015,
10.3390/rs70201300,10.5067/MODIS/MYD15A2H.006,MYD15A2,MODIS/Aqua Leaf Area Index/FPAR 8-Day L4 Global 500m SIN Grid V006,An optimal sampling design for observing and validating long-term leaf area index with temporal variations in spatial heterogeneities,Remote Sensing,2015,
10.1016/j.isprsjprs.2020.08.024,10.5067/ASTER/AST_08.003,AST_08,ASTER L2 Surface Temperature V003,An optimal sampling method for multi-temporal land surface temperature validation over heterogeneous surfaces,,2020,
10.1109/tgrs.2020.3007118,10.5067/MODIS/MCD43A3.006,MCD43A3,MODIS/Terra+Aqua BRDF/Albedo Albedo Daily L3 Global - 500m V006,An optimization approach for estimating multiple land surface and atmospheric variables from the geostationary advanced Himawari imager top-of-atmosphere observations,,,
10.1109/tgrs.2020.3007118,10.5067/MODIS/MOD15A2H.006,MOD15A2H,MODIS/Terra Leaf Area Index/FPAR 8-Day L4 Global 500m SIN Grid V006,An optimization approach for estimating multiple land surface and atmospheric variables from the geostationary advanced Himawari imager top-of-atmosphere observations,,,
10.1016/j.rse.2019.01.020,10.5067/MODIS/MCD15A2H.006,MCD15A2,MODIS/Terra+Aqua Leaf Area Index/FPAR 8-Day L4 Global 500m SIN Grid V006,An optimized two source energy balance model based on complementary concept and canopy conductance,Remote Sensing of Environment,2019,
10.1016/j.rse.2019.01.020,10.5067/MODIS/MOD11_L2.NRT.061,MOD11_L2,MODIS/Terra Land Surface Temperature/Emissivity 5-Min L2 Swath 1km NRT,An optimized two source energy balance model based on complementary concept and canopy conductance,Remote Sensing of Environment,2019,
10.1016/j.rse.2019.01.020,10.5067/MODIS/MYD11_L2.006,MYD11_L2,MODIS/Aqua Land Surface Temperature/Emissivity 5-Min L2 Swath 1km V006,An optimized two source energy balance model based on complementary concept and canopy conductance,Remote Sensing of Environment,2019,
10.1111/jen.12424,10.3334/ORNLDAAC/1328,,"Daymet: Daily Surface Weather Data on a 1-km Grid for North America, Version 3",An ordinal day model of spruce beetle trap capture phenology in northern Colorado,,2017,
10.1088/1748-9326/ab0d44,10.3334/ORNLDAAC/1569,,"ABoVE: Hyperspectral Imagery from AVIRIS-NG, Alaskan and Canadian Arctic, 2017-2019",An overview of ABoVE airborne campaign data acquisitions and science opportunities,,2019,
10.1088/1748-9326/ab0d44,10.3334/ORNLDAAC/1582,,ABoVE: Directory of Field Sites Associated with 2017 ABoVE Airborne Campaign,An overview of ABoVE airborne campaign data acquisitions and science opportunities,,2019,
10.1088/1748-9326/ab0d44,10.3334/ORNLDAAC/1617,,A Concise Experiment Plan for the Arctic-Boreal Vulnerability Experiment,An overview of ABoVE airborne campaign data acquisitions and science opportunities,,2019,
10.1088/1748-9326/ab0d44,10.3334/ORNLDAAC/1643,,"ABoVE: AirSWOT Color-Infrared Imagery Over Alaska and Canada, 2017",An overview of ABoVE airborne campaign data acquisitions and science opportunities,,2019,
10.1088/1748-9326/ab0d44,10.3334/ORNLDAAC/1646,,"ABoVE: AirSWOT Ka-band Radar over Surface Waters of Alaska and Canada, 2017",An overview of ABoVE airborne campaign data acquisitions and science opportunities,,2019,
10.1016/j.quascirev.2021.106870,10.5067/ASTER/ASTGTM.003,ASTGTM,ASTER Global Digital Elevation Model V003,An uncertainty-focused database approach to extract spatiotemporal trends from qualitative and discontinuous lake-status histories,,2021,
10.1590/0102-77863540071,10.5067/MODIS/MCD43A3.006,MCD43A3,MODIS/Terra+Aqua BRDF/Albedo Albedo Daily L3 Global - 500m V006,Análise do albedo de superfície da palma de óleo e diferentes usos e coberturas do solo no leste da Amazônia,,2021,
10.1590/0102-77863550093,10.5067/MODIS/MCD12Q1.006,MCD12Q1,MODIS/Terra+Aqua Land Cover Type Yearly L3 Global 500m SIN Grid V006,Análise sazonal dos parâmetros biofísicos utilizando o sensor MODIS para o estado de Alagoas,,2020,
10.1590/0102-77863550093,10.5067/MODIS/MOD11A1.006,MOD11A1,MODIS/Terra Land Surface Temperature/Emissivity Daily L3 Global 1km SIN Grid V006,Análise sazonal dos parâmetros biofísicos utilizando o sensor MODIS para o estado de Alagoas,,2020,
dspace/handle/10651/31210,10.5067/PATHF-MOD50,,AVHRR Pathfinder Level 3 Monthly Daytime SST Version 5,Análisis comparativo y de la covariación del patrón espacio-temporal de temperatura y de concentración de clorofila sobre la plataforma y en océano abierto,,,
10.14350/rig.60235,10.5067/ASTER/ASTGTM.003,ASTGTM,ASTER Global Digital Elevation Model V003,"Análisis de componentes biofísicos del balance de radiación neta, usando teledetección, en la cuenca hidrográfica de Sorocaba con bosque atlántico intervenido, Brasil",,,
10.15359/rca.53-2.4,10.5067/MODIS/MOD13Q1.006,MOD13Q1,MODIS/Terra Vegetation Indices 16-Day L3 Global 250m SIN Grid V006,"Análisis de las series de tiempo de variables biofísicas para cuatro ecorregiones de Guanacaste, Costa Rica",,,
10.15359/rca.53-2.4,10.5067/MODIS/MOD15A2H.006,MOD15A2H,MODIS/Terra Leaf Area Index/FPAR 8-Day L4 Global 500m SIN Grid V006,"Análisis de las series de tiempo de variables biofísicas para cuatro ecorregiones de Guanacaste, Costa Rica",,,
10.1016/j.jaridenv.2015.08.008,10.5067/MODIS/MOD09Q1.006,MOD09Q1,MODIS/Terra Surface Reflectance 8-Day L3 Global 250m SIN Grid V006,Analysing irrigated crop rotation patterns in arid Uzbekistan by the means of remote sensing—a case study on post-Soviet agricultural land use,,2015,
10.1016/j.jag.2018.09.016,10.5067/MODIS/MOD13Q1.006,MOD13Q1,MODIS/Terra Vegetation Indices 16-Day L3 Global 250m SIN Grid V006,Analysing spatial–temporal changes in rice cultivation practices in the Senegal River Valley using MODIS time-series and the PhenoRice algorithm,Int. J. Appl. Earth Obs. Geoinformation,2019,
10.1016/j.jag.2018.09.016,10.5067/MODIS/MYD13Q1.006,MYD13Q1,MODIS/Aqua Vegetation Indices 16-Day L3 Global 250m SIN Grid V006,Analysing spatial–temporal changes in rice cultivation practices in the Senegal River Valley using MODIS time-series and the PhenoRice algorithm,Int. J. Appl. Earth Obs. Geoinformation,2019,
10.5194/isprs-archives-XLII-3-W10-529-2020,10.5067/ASTER/ASTGTM.003,ASTGTM,ASTER Global Digital Elevation Model V003,Analysis and comparison of SRTM3 DEM and ASTER GDEM V2,,2020,
10.5194/isprs-archives-XLII-3-W10-529-2020,10.5067/MEASURES/SRTM/SRTMGL1.003,SRTMGL1,NASA Shuttle Radar Topography Mission Global 1 arc second V003,Analysis and comparison of SRTM3 DEM and ASTER GDEM V2,,2020,
10.5194/isprs-archives-XLII-3-W10-529-2020,10.5067/MEASURES/SRTM/SRTMGL3S.003,SRTMGL3,NASA Shuttle Radar Topography Mission Global 3 arc second V003,Analysis and comparison of SRTM3 DEM and ASTER GDEM V2,,2020,
10.1016/j.jenvman.2017.10.002,10.5067/MODIS/MCD12Q1.006,MCD12Q1,MODIS/Terra+Aqua Land Cover Type Yearly L3 Global 500m SIN Grid V006,Analysis and modelling of surface Urban Heat Island in 20 Canadian cities under climate and land-cover change,,2017,
10.1016/j.jenvman.2017.10.002,10.5067/MODIS/MYD11A1.006,MYD11A1,MODIS/Aqua Land Surface Temperature/Emissivity Daily L3 Global 1km SIN Grid V006,Analysis and modelling of surface Urban Heat Island in 20 Canadian cities under climate and land-cover change,,2017,
10.1038/s41598-018-37911-x,10.5067/MODIS/MOD13Q1.006,MOD13Q1,MODIS/Terra Vegetation Indices 16-Day L3 Global 250m SIN Grid V006,Analysis and predictability of drought in northwest Africa using optical and microwave satellite remote sensing products,Scientific Reports,2019,
10.1016/j.envpol.2009.08.004,10.3334/ORNLDAAC/351,,BOREAS TE-12 Leaf Gas Exchange Data,Analysis of a Farquhar-von Caemmerer-Berry leaf-level photosynthetic rate model for Populus tremuloides in the context of modeling and measurement limitations,,2010,
10.1029/2001JD000975,10.3334/ORNLDAAC/135,,Vegetation Biophysical Data (FIFE),Analysis of a multiyear global vegetation leaf area index data set,,2002,
10.1029/2001JD000975,10.3334/ORNLDAAC/45,,Leaf Area Index Data (OTTER),Analysis of a multiyear global vegetation leaf area index data set,,2002,
10.1029/2001JD000975,10.3334/ORNLDAAC/458,,BOREAS TF-11 SSA-Fen 1995 Leaf Area Index Data,Analysis of a multiyear global vegetation leaf area index data set,,2002,
10.1080/15481603.2014.909108,10.5067/MODIS/MOD13Q1.006,MOD13Q1,MODIS/Terra Vegetation Indices 16-Day L3 Global 250m SIN Grid V006,Analysis of agricultural intensification in a basin with remote sensing data,Giscience & Remote Sensing,2014,
10.5194/acp-19-4637-2019,10.3334/ORNLDAAC/1502,,CMS: Global 0.5-deg Wetland Methane Emissions and Uncertainty (WetCHARTs v1.0),Analysis of atmospheric CH&lt;sub&gt;4&lt;/sub&gt; in Canadian Arctic and estimation of the regional CH&lt;sub&gt;4&lt;/sub&gt; fluxes,,2019,
10.1007/s11709-010-0002-9,10.3334/ORNLDAAC/569,,Global Gridded Surfaces of Selected Soil Characteristics (IGBP-DIS),Analysis of catchment evapotranspiration at different scales using bottom-up and top-down approaches,,2009,
10.3390/rs11172041,10.5067/MODIS/MOD09A1.006,MOD09A1,MODIS/Terra Surface Reflectance 8-Day L3 Global 500m SIN Grid V006,"Analysis of changes and potential characteristics of cultivated land productivity based on MODIS EVI—A case study of Jiangsu Province, China",,2019,
10.1590/S1982-21702014000400047,10.5067/MODIS/MOD15A2H.006,MOD15A2,MODIS/Terra Leaf Area Index/FPAR 8-Day L4 Global 500m SIN Grid V006,Analysis of changes in physical parameters of surface derived from biomass burning in Rondônia state,,2014,
10.1590/S1982-21702014000400047,10.5067/MODIS/MYD15A2H.006,MYD15A2,MODIS/Aqua Leaf Area Index/FPAR 8-Day L4 Global 500m SIN Grid V006,Analysis of changes in physical parameters of surface derived from biomass burning in Rondônia state,,2014,
10.3390/geosciences7010017,10.5067/MODIS/MOD13Q1.006,MOD13Q1,MODIS/Terra Vegetation Indices 16-Day L3 Global 250m SIN Grid V006,Analysis of climate and topography impacts on the spatial distribution of vegetation in the virunga volcanoes massif of East-Central Africa,Geosciences,2017,
10.3390/geosciences7010017,10.5067/MODIS/MOD16A2.006,MOD16A2,MODIS/Terra Net Evapotranspiration 8-Day L4 Global 500m SIN Grid V006,Analysis of climate and topography impacts on the spatial distribution of vegetation in the virunga volcanoes massif of East-Central Africa,Geosciences,2017,
10.3390/geosciences7010017,10.5067/MODIS/MOD16A3.061,MOD16A3,MODIS/Terra Net Evapotranspiration Yearly L4 Global 500m SIN Grid V061,Analysis of climate and topography impacts on the spatial distribution of vegetation in the virunga volcanoes massif of East-Central Africa,Geosciences,2017,
10.1371/journal.pone.0251403,10.5067/MODIS/MOD11A1.006,MOD11A1,MODIS/Terra Land Surface Temperature/Emissivity Daily L3 Global 1km SIN Grid V006,"Analysis of climate factors and dengue incidence in the metropolitan region of Rio de Janeiro, Brazil",,2021,
10.1371/journal.pone.0251403,10.5067/MODIS/MOD11A2.006,MOD11A2,MODIS/Terra Land Surface Temperature/Emissivity 8-Day L3 Global 1km SIN Grid V006,"Analysis of climate factors and dengue incidence in the metropolitan region of Rio de Janeiro, Brazil",,2021,
10.3103/S8756699018050035,10.5067/ASTER/ASTGTM.003,ASTGTM,ASTER Global Digital Elevation Model V003,Analysis of correction methods for digital terrain models based on satellite data,,2018,
10.1093/jpe/rtr001,10.3334/ORNLDAAC/237,,BOREAS AFM-02 King Air 1994 Aircraft Flux and Moving Window Data,Analysis of diurnal boundary layer development in boreal forests: measurements and simulations,Journal of Plant Ecology,2012,
10.1093/jpe/rtr001,10.3334/ORNLDAAC/238,,"BOREAS AFM-05 Level-1 Upper Air Network Data, R1 ",Analysis of diurnal boundary layer development in boreal forests: measurements and simulations,Journal of Plant Ecology,2012,
10.1093/jpe/rtr001,10.3334/ORNLDAAC/361,,"BOREAS TF-03 NSA-OBS Tower Flux, Meteorological, and Soil Temperature Data ",Analysis of diurnal boundary layer development in boreal forests: measurements and simulations,Journal of Plant Ecology,2012,
10.1093/jpe/rtr001,10.3334/ORNLDAAC/364,,BOREAS TF-05 Tower Flux & Meteorological Data,Analysis of diurnal boundary layer development in boreal forests: measurements and simulations,Journal of Plant Ecology,2012,
10.1093/jpe/rtr001,10.3334/ORNLDAAC/365,,BOREAS TF-06 SSA-YA Surface Energy Flux and Meteorological Data,Analysis of diurnal boundary layer development in boreal forests: measurements and simulations,Journal of Plant Ecology,2012,
10.1093/jpe/rtr001,10.3334/ORNLDAAC/367,,"BOREAS TF-09 SSA-OBS Tower Flux, Meteorological, and Soil Temperature Data ",Analysis of diurnal boundary layer development in boreal forests: measurements and simulations,Journal of Plant Ecology,2012,
10.1093/jpe/rtr001,10.3334/ORNLDAAC/368,,BOREAS TF-10 NSA-Fen Tower Flux and Meteorological Data,Analysis of diurnal boundary layer development in boreal forests: measurements and simulations,Journal of Plant Ecology,2012,
10.1093/jpe/rtr001,10.3334/ORNLDAAC/373,,BOREAS TF-11 SSA-FEN Tower Flux and Meteorological Data,Analysis of diurnal boundary layer development in boreal forests: measurements and simulations,Journal of Plant Ecology,2012,
10.1093/jpe/rtr001,10.3334/ORNLDAAC/433,,BOREAS AFM-06 NOAA/ETL 35 GHz Cloud/Turbulence Radar GIF Images,Analysis of diurnal boundary layer development in boreal forests: measurements and simulations,Journal of Plant Ecology,2012,
10.1093/jpe/rtr001,10.3334/ORNLDAAC/451,,"BOREAS TF-04 SSA-YJP Tower Flux, Meteorological, and Canopy Condition Data, R1 ",Analysis of diurnal boundary layer development in boreal forests: measurements and simulations,Journal of Plant Ecology,2012,
10.1093/jpe/rtr001,10.3334/ORNLDAAC/452,,BOREAS TF-07 SSA-OBS Tower Flux and Meteorological Data,Analysis of diurnal boundary layer development in boreal forests: measurements and simulations,Journal of Plant Ecology,2012,
10.1093/jpe/rtr001,10.3334/ORNLDAAC/454,,"BOREAS TF-10 NSA-YJP Tower Flux, Meteorological, and Porometry Data ",Analysis of diurnal boundary layer development in boreal forests: measurements and simulations,Journal of Plant Ecology,2012,
10.1093/jpe/rtr001,10.3334/ORNLDAAC/494,,BOREAS AFM-02 Wyoming King Air 1994 Aircraft Sounding Data,Analysis of diurnal boundary layer development in boreal forests: measurements and simulations,Journal of Plant Ecology,2012,
10.1093/jpe/rtr001,10.3334/ORNLDAAC/495,,BOREAS AFM-03 Electra 1994 Aircraft Flux and Moving Window Data,Analysis of diurnal boundary layer development in boreal forests: measurements and simulations,Journal of Plant Ecology,2012,
10.1093/jpe/rtr001,10.3334/ORNLDAAC/496,,BOREAS AFM-03 NCAR Electra 1994 Aircraft Sounding Data,Analysis of diurnal boundary layer development in boreal forests: measurements and simulations,Journal of Plant Ecology,2012,
10.1093/jpe/rtr001,10.3334/ORNLDAAC/497,,BOREAS AFM-04 Twin Otter Aircraft Flux Data,Analysis of diurnal boundary layer development in boreal forests: measurements and simulations,Journal of Plant Ecology,2012,
10.1093/jpe/rtr001,10.3334/ORNLDAAC/498,,BOREAS AFM-04 Twin Otter Aircraft Sounding Data,Analysis of diurnal boundary layer development in boreal forests: measurements and simulations,Journal of Plant Ecology,2012,
10.1093/jpe/rtr001,10.3334/ORNLDAAC/512,,"BOREAS TF-01 SSA-OA Tower Flux, Meteorological, and Soil Temperature Data ",Analysis of diurnal boundary layer development in boreal forests: measurements and simulations,Journal of Plant Ecology,2012,
10.1093/jpe/rtr001,10.3334/ORNLDAAC/515,,"BOREAS TF-02 SSA-OA Tower Flux, Meteorological, and Precipitation Data ",Analysis of diurnal boundary layer development in boreal forests: measurements and simulations,Journal of Plant Ecology,2012,
10.1093/jpe/rtr001,10.3334/ORNLDAAC/516,,"BOREAS TF-08 NSA-OJP Tower Flux, Meteorological, and Soil Temperature Data ",Analysis of diurnal boundary layer development in boreal forests: measurements and simulations,Journal of Plant Ecology,2012,
10.1093/jpe/rtr001,10.3334/ORNLDAAC/523,,BOREAS AFM-08 ECMWF Hourly Surface and Upper Air Data for the SSA and NSA,Analysis of diurnal boundary layer development in boreal forests: measurements and simulations,Journal of Plant Ecology,2012,
10.1016/j.enbuild.2017.10.062,10.5067/MODIS/MOD11A2.006,MOD11A2,MODIS/Terra Land Surface Temperature/Emissivity 8-Day L3 Global 1km SIN Grid V006,Analysis of diurnal surface temperature variations for the assessment of surface urban heat island effect over Indian cities,,2017,
10.3390/rs12244030,10.5067/MODIS/MCD12Q1.006,MCD12Q1,MODIS/Terra+Aqua Land Cover Type Yearly L3 Global 500m SIN Grid V006,Analysis of drought impact on croplands from global to regional scale—A remote sensing approach,,2020,
10.3390/rs12244030,10.5067/MODIS/MCD12Q2.006,MCD12Q2,MODIS/Terra+Aqua Land Cover Dynamics Yearly L3 Global 500m SIN Grid V006,Analysis of drought impact on croplands from global to regional scale—A remote sensing approach,,2020,
10.3390/rs12244030,10.5067/MODIS/MOD11A2.006,MOD11A2,MODIS/Terra Land Surface Temperature/Emissivity 8-Day L3 Global 1km SIN Grid V006,Analysis of drought impact on croplands from global to regional scale—A remote sensing approach,,2020,
10.3390/rs12244030,10.5067/MODIS/MOD16A2.006,MOD16A2,MODIS/Terra Net Evapotranspiration 8-Day L4 Global 500m SIN Grid V006,Analysis of drought impact on croplands from global to regional scale—A remote sensing approach,,2020,
10.1016/j.energy.2016.04.086,10.3334/ORNLDAAC/1328,,"Daymet: Daily Surface Weather Data on a 1-km Grid for North America, Version 3",Analysis of environmental and economic tradeoffs in switchgrass supply chains for biofuel production,,2016,
10.1016/j.rse.2019.111429,10.5067/MODIS/MOD14.NRT.006,MOD14,MODIS/Terra Near Real Time (NRT) Thermal Anomalies/Fire 5-Min L2 Swath 1km,Analysis of equivalent black carbon multi-year data at an oil pre-treatment plant—Integration with satellite data to identify black carbon transboundary sources,Remote Sensing of Environment,2019,
10.1016/j.rse.2019.111429,10.5067/MODIS/MYD14.NRT.006,MYD14,MODIS/Aqua Near Real Time (NRT) Thermal Anomalies/Fire 5-Min L2 Swath 1km,Analysis of equivalent black carbon multi-year data at an oil pre-treatment plant—Integration with satellite data to identify black carbon transboundary sources,Remote Sensing of Environment,2019,
10.3390/f9020073,10.5067/MODIS/MCD15A2H.006,MCD15A2H,MODIS/Terra+Aqua Leaf Area Index/FPAR 8-Day L4 Global 500m SIN Grid V006,Analysis of global LAI/FPAR products from VIIRS and MODIS sensors for spatio-temporal consistency and uncertainty from 2012-2016,,2018,
10.3390/f9020073,10.5067/MODIS/MCD15A3H.006,MCD15A3H,MODIS/Terra+Aqua Leaf Area Index/FPAR 4-Day L4 Global 500m SIN Grid V006,Analysis of global LAI/FPAR products from VIIRS and MODIS sensors for spatio-temporal consistency and uncertainty from 2012-2016,,2018,
10.3390/f9020073,10.5067/MODIS/MOD15A2H.006,MOD15A2H,MODIS/Terra Leaf Area Index/FPAR 8-Day L4 Global 500m SIN Grid V006,Analysis of global LAI/FPAR products from VIIRS and MODIS sensors for spatio-temporal consistency and uncertainty from 2012-2016,,2018,
10.3390/f9020073,10.5067/MODIS/MYD15A2H.006,MYD15A2H,MODIS/Aqua Leaf Area Index/FPAR 8-Day L4 Global 500m SIN Grid V006,Analysis of global LAI/FPAR products from VIIRS and MODIS sensors for spatio-temporal consistency and uncertainty from 2012-2016,,2018,
10.3390/f9020073,10.5067/VIIRS/VNP09GA.001,VNP09GA,VIIRS/NPP Surface Reflectance Daily L2G Global 1km and 500m SIN Grid V001,Analysis of global LAI/FPAR products from VIIRS and MODIS sensors for spatio-temporal consistency and uncertainty from 2012-2016,,2018,
10.3390/f9020073,10.5067/VIIRS/VNP15A2H.001,VNP15A2H,VIIRS/NPP Leaf Area Index/FPAR 8-Day L4 Global 500m SIN Grid V001,Analysis of global LAI/FPAR products from VIIRS and MODIS sensors for spatio-temporal consistency and uncertainty from 2012-2016,,2018,
10.3390/rs11242956,10.5067/MODIS/MOD13Q1.006,MOD13Q1,MODIS/Terra Vegetation Indices 16-Day L3 Global 250m SIN Grid V006,"Analysis of grassland degradation in Zona da Mata, MG, Brazil, based on NDVI time series data with the integration of phenological metrics",,2019,
